seg_id,vertex_seq,lon,lat,traffic_score,ndsi,used_image_date,street_address
117,4,-79.74593559999994,43.672407900000046,0.297725458705927,-0.0863276790765531,2024-12-01,313 Mill Street South
119,0,-79.72855709999999,43.67745620000005,0.5486442404602736,-0.15785128726626574,2024-12-01,349 Bartley Bull Parkway
123,1,-79.74663879999996,43.71877490000002,0.5697044439525811,-0.11012177887168016,2024-12-01,17 Lindridge Avenue
126,0,-79.75265279999995,43.70226630000008,0.42108873483269,-0.2144902732769595,2024-12-01,93 Hansen Road North
130,0,-79.76654179999996,43.686237000000055,0.5908681012795964,,2024-12-01,
132,0,-79.76679419999992,43.70366230000008,0.5567907984758983,,2024-12-01,
134,0,-79.73687279999994,43.71506310000007,0.4515880539394976,-0.3344252226216367,2024-12-01,55 Hillside Drive
135,8,-79.76829129999999,43.66184030000005,0.6969636552897149,,2024-12-01,
137,0,-79.78193859999998,43.70796650000005,0.5759830513223875,,2024-12-01,
138,8,-79.71372659999997,43.70502960000004,0.3218566634354459,-0.20967589864317926,2024-12-01,73 Brentwood Drive
139,1,-79.75082779999995,43.645823300000075,0.5690686859239026,-0.06224134259681245,2024-12-01,66 Michigan Avenue
142,0,-79.76053609999995,43.70113070000008,0.396927756804086,,2024-12-01,
146,0,-79.76126469999997,43.681979700000056,0.6352770746797369,,2024-12-01,
148,6,-79.76946069999997,43.66146550000008,0.8248747054024017,,2024-12-01,
150,5,-79.78701869999996,43.70199080000003,0.6113938527224846,,2024-12-01,
152,1,-79.75654349999995,43.67919570000004,0.5415300984031337,-0.2076118036597626,2024-12-01,90 Mill Street South
154,5,-79.80083819999997,43.71940980000005,0.8545718648743014,,2024-12-01,
154,15,-79.79961059999994,43.719642400000055,0.8148467738953401,,2024-12-01,
155,4,-79.74236869999999,43.71707300000003,0.4875871735809632,-0.014511040475813785,2024-12-01,365 Howden Boulevard
156,1,-79.78726839999996,43.71806250000002,0.333523179130015,,2024-12-01,
159,5,-79.73704419999996,43.679747200000065,0.4327601751939201,-0.21074833777731222,2024-12-01,10 Farmington Drive
163,0,-79.72748799999994,43.71452930000003,0.398034850777585,-0.20794169289905828,2024-12-01,Dixie Road
166,3,-79.76066789999997,43.65800920000004,0.5564204277176288,,2024-12-01,
169,5,-79.79135219999995,43.67418480000004,0.6215498212889812,,2024-12-01,
170,0,-79.75753489999992,43.684116900000056,0.5098501957411063,-0.3450684090095876,2024-12-01,45 Main Street South
172,6,-79.74472139999995,43.67126010000004,0.3186040440222816,-0.026528480618987053,2024-12-01,320 Mill Street South
174,4,-79.75778339999994,43.71605480000005,0.7839238837732748,-0.25887601212058564,2024-12-01,160 Southlake Boulevard
176,3,-79.75326459999995,43.710463600000026,0.4061269461823503,-0.1414643227838366,2024-12-01,20 Fallway Road
177,6,-79.74955819999997,43.68758970000005,0.4243637518267134,-0.30354202445795,2024-12-01,40 Haslemere Avenue
179,3,-79.81537419999995,43.67896970000004,0.3969562480979046,,2024-12-01,
180,0,-79.74171999999997,43.717002800000046,0.4873245359423779,0.07735810610283489,2024-12-01,355 Howden Boulevard
182,0,-79.79905889999998,43.68255510000006,0.6467998696854602,,2024-12-01,
183,8,-79.75486019999994,43.68416240000004,0.6050883386425331,-0.33968977267607015,2024-12-01,12 Woodbrook Drive
187,2,-79.75068329999992,43.68363590000008,0.5135977931778815,-0.26237153551119624,2024-12-01,53 Guest Street
187,12,-79.75125829999995,43.68482600000005,0.4933510236259328,-0.38085092237708446,2024-12-01,57 Guest Street
188,7,-79.75468759999994,43.71430640000005,0.7392912482489923,-0.3571298885182693,2024-12-01,Williams Parkway
191,2,-79.79713199999998,43.69407490000003,0.4644420059991391,,2024-12-01,
193,1,-79.80494789999993,43.71609680000006,0.8644911248252509,,2024-12-01,
196,4,-79.74328389999992,43.682895300000034,0.3771744926739011,-0.17815084013929333,2024-12-01,Marsden Crescent
199,4,-79.79772829999996,43.72080660000007,0.7415833763834621,,2024-12-01,
201,0,-79.76362389999997,43.716590800000056,0.7747013182574436,,2024-12-01,
202,2,-79.76165669999995,43.71929120000004,0.6710290986281018,,2024-12-01,
203,7,-79.76256889999996,43.71566920000003,0.7848728484119677,,2024-12-01,
204,1,-79.80966409999995,43.687963800000034,0.5125074265890794,,2024-12-01,
205,2,-79.80848609999998,43.68769050000004,0.5654583261905883,,2024-12-01,
207,2,-79.82772649999998,43.68871150000007,0.5578772127974532,,2024-12-01,
208,0,-79.82735009999999,43.69247580000007,0.6873651231364871,,2024-12-01,
210,6,-79.82321969999998,43.700334800000064,0.7678612329633656,,2024-12-01,
211,6,-79.80642329999995,43.67594540000004,0.5522069388632123,,2024-12-01,
214,1,-79.80278099999998,43.67721220000005,0.6225628217357217,,2024-12-01,
216,7,-79.79999799999995,43.678539200000046,0.6745750914164627,,2024-12-01,
217,5,-79.81632129999996,43.70701000000002,0.5294119055355568,,2024-12-01,
218,1,-79.81323349999997,43.69788280000005,0.7535254491595984,,2024-12-01,
219,0,-79.82558149999993,43.69116280000002,0.6920115780431694,,2024-12-01,
220,8,-79.82027189999997,43.70489680000003,0.6117158402330309,,2024-12-01,
222,1,-79.76877809999996,43.67291410000007,0.7593448499948916,,2024-12-01,
225,0,-79.73049689999993,43.71360130000005,0.3928157625552499,-0.32600186792151054,2024-12-01,14 Levine Court
228,4,-79.76100049999997,43.71453420000007,0.7744520686498259,,2024-12-01,
228,14,-79.75947139999992,43.71482370000007,0.7310355483047588,,2024-12-01,
229,2,-79.75922549999996,43.71790770000007,0.7456307316539752,,2024-12-01,
231,1,-79.74974229999998,43.65657570000007,0.4224757794844915,-0.03587372591424306,2024-12-01,20 Morton Way
233,1,-79.78694969999998,43.67247240000005,0.7556909200418203,,2024-12-01,
236,0,-79.78239839999996,43.68973400000005,0.5657089558232083,,2024-12-01,
239,0,-79.78391149999999,43.72218660000004,0.3775702698035452,,2024-12-01,
239,10,-79.78239519999994,43.72218540000006,0.3924526277503188,,2024-12-01,
242,3,-79.74440769999994,43.652132300000055,0.5728881269614364,-0.10149749212783836,2024-12-01,28 Windmill Boulevard
244,6,-79.79371719999995,43.67637780000007,0.6373980221153194,,2024-12-01,
246,2,-79.71770959999998,43.71077540000004,0.3869305767047207,-0.11058298398424463,2024-12-01,25 Basildon Crescent
248,2,-79.79396859999996,43.65337720000007,0.4608200601929894,,2024-12-01,
248,12,-79.79343779999992,43.65387590000005,0.4663641142805071,,2024-12-01,
251,0,-79.78214149999997,43.70306580000004,0.6619294541060474,,2024-12-01,
252,8,-79.75635619999997,43.64887290000007,0.7792575033016207,-0.23905922848941322,2024-12-01,75 Langdale Crescent
256,0,-79.74647709999992,43.70776310000008,0.4163907036629734,-0.2118268898790218,2024-12-01,20 Barkwood Court
259,0,-79.79176189999998,43.67807880000005,0.5905007567126831,,2024-12-01,
263,1,-79.78196969999992,43.640860500000024,0.154883161151283,,2024-12-01,
263,11,-79.78458709999995,43.64263520000002,0.2748491048206491,,2024-12-01,
266,1,-79.74395689999994,43.683564500000045,0.3784020771081107,-0.012786243808264727,2024-12-01,95 Eldomar Avenue
268,2,-79.81890299999998,43.70010360000003,0.7402761583053729,,2024-12-01,
269,1,-79.76729019999993,43.71121100000005,0.7303024213880545,,2024-12-01,
270,5,-79.74437879999994,43.65716510000004,0.6622456455820588,-0.03936089912683992,2024-12-01,34 Maple Leaf Circle
270,15,-79.74329409999994,43.657214700000054,0.6115317587294465,-0.06525341620521993,2024-12-01,48 Maple Leaf Circle
272,1,-79.73216419999994,43.70130900000004,0.4276680859324767,-0.3266839194816546,2024-12-01,Highway 410
272,11,-79.73632809999997,43.70609670000004,0.5079385468332521,-0.21350559168335267,2024-12-01,Queen Street East
273,6,-79.78099579999997,43.69588120000003,0.6465528574310406,,2024-12-01,
273,16,-79.78129919999996,43.695438900000056,0.6393752505057011,,2024-12-01,
274,3,-79.75317679999993,43.712198800000074,0.4751958170781165,-0.15085017059087025,2024-12-01,321 Royal Salisbury Way
274,13,-79.75082819999994,43.71250630000003,0.5020586260184311,-0.20203666097868792,2024-12-01,284 Royal Salisbury Way
275,1,-79.77596209999996,43.695580800000066,0.7084999453946778,,2024-12-01,
278,3,-79.76713439999997,43.66304650000006,0.6921565897527819,,2024-12-01,
280,6,-79.75729489999998,43.71324310000006,0.7770654849206012,-0.2876036383456085,2024-12-01,109 Royal Salisbury Way
285,0,-79.78291089999993,43.67901580000006,0.2828481603430772,,2024-12-01,
287,1,-79.76811079999997,43.715686500000054,0.786881937661455,,2024-12-01,
292,1,-79.74637059999998,43.678243000000066,0.4613596895825058,-0.191217879893892,2024-12-01,7 Meadowland Gate
293,1,-79.76654179999996,43.686237000000055,0.5908681012795964,,2024-12-01,
296,0,-79.77461039999996,43.66580760000004,0.7613849034708277,,2024-12-01,
298,3,-79.79650029999993,43.71338800000006,0.6729859331607438,,2024-12-01,
299,6,-79.79310349999999,43.71425250000005,0.5829804849028388,,2024-12-01,
303,1,-79.75369109999997,43.71462440000005,0.6272418226776957,-0.41662975620552817,2024-12-01,Williams Parkway
305,0,-79.75784459999994,43.69256260000003,0.3761741790245435,0.11095961611498921,2024-12-01,48 Centre Street North
306,7,-79.76190229999996,43.71419790000004,0.8030293736408555,,2024-12-01,
307,2,-79.78651959999996,43.65256910000004,0.4232284792794038,,2024-12-01,
311,2,-79.71734059999993,43.65821550000005,0.7301329967279038,-0.15839608391897725,2024-12-01,80 Blackmere Circle
311,12,-79.71781949999996,43.65902220000004,0.7268579242067563,-0.03481651812299219,2024-12-01,37 Blackmere Circle
315,0,-79.75420469999993,43.66402110000006,0.404523675611126,-0.09298738091698353,2024-12-01,201 Elgin Drive
320,0,-79.76255339999994,43.69643130000003,0.4026686908784802,,2024-12-01,
322,6,-79.77819959999992,43.66849620000005,0.7824910412916475,,2024-12-01,
326,0,-79.81115379999993,43.67515300000008,0.3988517759955365,,2024-12-01,
328,4,-79.78612599999997,43.70995400000004,0.5017296293179366,,2024-12-01,
331,0,-79.75275969999996,43.691273700000075,0.5794803048967785,-0.018059468441845822,2024-12-01,20 Lynch Street
333,6,-79.76469799999994,43.67012710000006,0.6093856710788311,,2024-12-01,
336,1,-79.71211998774912,43.7068725918219,0.2768885094201836,-0.04699426962470289,2024-12-01,110 Brentwood Drive
338,3,-79.73288649999994,43.65967640000007,0.6374679348320661,-0.10710328239749382,2024-12-01,2 Parsonby Court
341,1,-79.77694979999994,43.69464600000003,0.7074063693170617,,2024-12-01,
344,2,-79.77403829999997,43.68010960000004,0.6431011298372512,,2024-12-01,
347,0,-79.82680099999999,43.68449900000007,0.3978238122162971,,2024-12-01,
350,1,-79.81831499999998,43.671355800000065,0.2367617091879629,,2024-12-01,
355,0,-79.80001129999994,43.67774700000007,0.6719403835679508,,2024-12-01,
356,1,-79.81316609999999,43.672207400000055,0.3097713509735314,,2024-12-01,
357,8,-79.71208919999998,43.700620700000066,0.3899292032126721,-0.3521157052043697,2024-12-01,292 Orenda Road
359,2,-79.75390019999998,43.702144900000064,0.4147992834825114,-0.2290498530901022,2024-12-01,61 Marshall Drive
359,12,-79.75501179999996,43.70026390000004,0.3052091570874804,-0.25390667194141886,2024-12-01,107 Marshall Drive
360,5,-79.77012509999997,43.71586090000005,0.753903485898764,,2024-12-01,
362,3,-79.76761199999997,43.662393500000064,0.6934835903156414,,2024-12-01,
362,13,-79.76946459999994,43.66253540000008,0.7020075130447536,,2024-12-01,
365,1,-79.74787159999994,43.644917600000035,0.5692118947211018,-0.19511860266941364,2024-12-01,3 Michigan Avenue
365,11,-79.74914659999995,43.64524220000004,0.5980382704569669,-0.16992875889008321,2024-12-01,23 Michigan Avenue
367,4,-79.75239989999994,43.66022040000007,0.4456673935866465,0.009780239340079428,2024-12-01,52 Ferguson Place
370,2,-79.78511279999996,43.69042470000005,0.5447825383439706,,2024-12-01,
374,0,-79.82308769999996,43.686767900000056,0.4641593123181269,,2024-12-01,
376,6,-79.81073109999994,43.671286200000054,0.3109556418739491,,2024-12-01,
380,0,-79.75365249999999,43.70762550000006,0.3659981707611947,-0.19659145328403996,2024-12-01,346 Vodden Street East
382,4,-79.76040769999997,43.69818190000006,0.29479385793468,,2024-12-01,
383,2,-79.76603099999993,43.71420320000004,0.8126264628536202,,2024-12-01,
385,4,-79.71478309999998,43.66067180000004,0.6911089256708884,-0.17068529416986256,2024-12-01,64 Havelock Drive
388,0,-79.72355639999994,43.70762370000006,0.462855264244645,-0.2466275698317259,2024-12-01,91 Carleton Place
390,1,-79.74123799999995,43.659660000000024,0.5441917141905768,0.09960422164168199,2024-12-01,24 Towbridge Crescent
393,1,-79.74439459999996,43.687229400000035,0.4596537581071935,-0.26372130849611836,2024-12-01,130 Clarence Street
397,0,-79.73124809999996,43.67975670000004,0.5316024670103174,-0.022961801717096234,2024-12-01,Town House Crescent
401,0,-79.78344959999997,43.71234500000002,0.4316350190648079,,2024-12-01,
401,10,-79.78494899999998,43.71232040000006,0.4191881620696633,,2024-12-01,
403,4,-79.76671519999996,43.659073700000064,0.6711770498124682,,2024-12-01,
404,4,-79.77901579999995,43.69156170000008,0.658992448678917,,2024-12-01,
405,0,-79.82053229999995,43.671122100000055,0.2392721163453913,,2024-12-01,
407,0,-79.81277789999994,43.674792600000046,0.323677406598018,,2024-12-01,
409,6,-79.80453489999995,43.68882870000004,0.6341827488646282,,2024-12-01,
411,3,-79.75052969999997,43.68822410000006,0.3622855296230611,-0.21370794516763322,2024-12-01,63 Centre Street South
412,0,-79.74658349999997,43.685308600000035,0.391358686841891,-0.07999993600195604,2024-12-01,73 Clarence Street
415,4,-79.78400519999997,43.71337280000005,0.4101238612032079,,2024-12-01,
416,1,-79.76591089999994,43.65901620000005,0.6657607205556144,,2024-12-01,
419,3,-79.72368539999997,43.70894120000003,0.4516313942265225,-0.11162368091570633,2024-12-01,6 Carleton Place
421,4,-79.78506459999994,43.68677760000002,0.6142273979350474,,2024-12-01,
423,7,-79.70819639999995,43.67113220000005,0.506967035098929,-0.2492338066306155,2024-12-01,Etobicoke Creek Trail
423,17,-79.71110999999996,43.67003960000005,0.53905568664079,-0.095103809858349,2024-12-01,Kennedy Road
426,1,-79.76299759999995,43.703153100000065,0.4125477392508274,,2024-12-01,
427,3,-79.77847119999996,43.714790500000056,0.4970478867355697,,2024-12-01,
430,1,-79.76097119999996,43.726856300000065,0.3972638935092032,,2024-12-01,
431,7,-79.75300749999997,43.69009220000004,0.5216244682955672,-0.17657203760912024,2024-12-01,20 Lynch Street
431,17,-79.74981439999993,43.69009950000003,0.3980059834570385,-0.05709753567641233,2024-12-01,20 Lynch Street
432,3,-79.75945009999998,43.71676570000005,0.715665605085006,,2024-12-01,
434,0,-79.72791889999996,43.71486150000003,0.3940573294086641,-0.12557358565790364,2024-12-01,Dixie Road
436,5,-79.72631509999997,43.67538730000006,0.4205696142206625,-0.0020984035031156793,2024-12-01,383 Bartley Bull Parkway
438,7,-79.76587739999997,43.71687530000003,0.7970443220437567,,2024-12-01,
439,3,-79.76621739999996,43.71824330000003,0.7885498911823963,,2024-12-01,
440,6,-79.76686149999993,43.722031800000025,0.671605702399474,,2024-12-01,
442,5,-79.76092219999997,43.69911480000008,0.2981677734951973,,2024-12-01,
444,0,-79.73784699999999,43.647103300000026,0.617381342187915,-0.1513073051847142,2024-12-01,44 Bent Tree Court
447,0,-79.75446269999998,43.69941380000005,0.5554796050488428,-0.09867002295542691,2024-12-01,Kennedy Road
451,0,-79.76719409999998,43.65462060000004,0.6244307676575184,,2024-12-01,
451,10,-79.76653649999996,43.65512750000004,0.6298851718711601,,2024-12-01,
452,3,-79.78364879999998,43.71711010000007,0.3280360175729051,,2024-12-01,
455,0,-79.82337899999999,43.67780400000004,0.3134308034403816,,2024-12-01,
457,1,-79.82392669999996,43.67848200000003,0.3128733912193092,,2024-12-01,
458,2,-79.81591249999997,43.674615600000045,0.3064253846813413,,2024-12-01,
462,0,-79.82190489999994,43.67809360000007,0.3023552089707783,,2024-12-01,
465,3,-79.82190489999994,43.67809360000007,0.3023552089707783,,2024-12-01,
470,0,-79.81648339999998,43.665319100000026,0.2542213713909845,,2024-12-01,
472,4,-79.81969579999998,43.66995500000008,0.239069360917467,,2024-12-01,
474,1,-79.82051139999997,43.662323000000065,0.2772292350190504,,2024-12-01,
475,9,-79.77915709999996,43.659070800000045,0.6324066194207758,,2024-12-01,
476,0,-79.80643619999995,43.652218800000064,0.3062992003626425,,2024-12-01,
477,4,-79.80738309999998,43.66112030000005,0.3619631753694297,,2024-12-01,
478,8,-79.80724909999996,43.660948500000075,0.3635493228070783,,2024-12-01,
480,2,-79.80319939999997,43.65571250000004,0.3761095719424893,,2024-12-01,
482,1,-79.81658139999996,43.687140900000024,0.423924928778319,,2024-12-01,
485,2,-79.76291649999996,43.72215420000003,0.6062625197914189,,2024-12-01,
485,12,-79.76395409999998,43.72144070000007,0.6944195595482244,,2024-12-01,
485,22,-79.76557439999993,43.72195750000003,0.6707382998027474,,2024-12-01,
490,1,-79.78229559999994,43.718378800000046,0.3596802564959234,,2024-12-01,
493,1,-79.75132029999996,43.66066270000004,0.4309802451481063,0.0832874284184513,2024-12-01,11 Aron Drive
495,1,-79.80234829999995,43.71838910000008,0.8600424462170841,,2024-12-01,
498,3,-79.74008559999997,43.64682010000008,0.6030524039480296,-0.014807692538087086,2024-12-01,15 Stalbridge Avenue
498,13,-79.74172969999994,43.64673330000005,0.5804963751814116,-0.08232004547599521,2024-12-01,36 Stalbridge Avenue
500,2,-79.78209779999996,43.666069900000025,0.8253897103720182,,2024-12-01,
504,1,-79.78033909999992,43.64925330000006,0.2795298035589007,,2024-12-01,
506,0,-79.76188699999993,43.64014380000003,0.4796040004857495,,2024-12-01,
508,1,-79.75356819999996,43.68654380000004,0.494325880172395,-0.16877820072701558,2024-12-01,4 Moore Crescent
508,11,-79.75350539999992,43.68654440000005,0.49309124917253,-0.15879248247019215,2024-12-01,3 Moore Crescent
508,21,-79.75346659999995,43.68656860000005,0.4920661918054288,-0.21680492343391464,2024-12-01,3 Moore Crescent
508,31,-79.75345529999998,43.686599400000034,0.4915205666012533,-0.2641294216198608,2024-12-01,3 Moore Crescent
508,41,-79.75347189999995,43.68663460000004,0.4915194929342387,-0.3038790501976748,2024-12-01,3 Moore Crescent
508,51,-79.75354649999996,43.68665790000006,0.4928560363284972,-0.29145864524985465,2024-12-01,4 Moore Crescent
508,61,-79.75358859999993,43.686645300000066,0.4938192562441479,-0.2563761171073086,2024-12-01,4 Moore Crescent
508,71,-79.75361539999993,43.686618600000024,0.4945750961798845,-0.23095254262656836,2024-12-01,4 Moore Crescent
508,81,-79.75361809999998,43.686586300000045,0.4949031825363921,-0.21665346823100057,2024-12-01,4 Moore Crescent
508,91,-79.75359639999992,43.68655760000007,0.4947406968169991,-0.19208906989694477,2024-12-01,4 Moore Crescent
511,0,-79.82237282381237,43.70439119684843,0.6191483942687201,,2024-12-01,
512,7,-79.74934039999994,43.65737710000007,0.418995961383776,0.03706021941529531,2024-12-01,21 Moffatt Avenue
514,1,-79.80199269999996,43.64795490000005,0.2286018796814627,,2024-12-01,
517,5,-79.81426359999995,43.679066300000045,0.4142368216644412,,2024-12-01,
519,4,-79.72527109999999,43.67581830000005,0.4131457926955439,0.04787730767307386,2024-12-01,39 Scottsdale Court
520,6,-79.71769679999994,43.712567000000035,0.4417525660605011,-0.16568638144156822,2024-12-01,76 Brookland Drive
521,7,-79.80871389999997,43.68065840000002,0.562896725784689,,2024-12-01,
526,0,-79.75433969999995,43.64679690000003,0.6446074504701865,-0.08393958030898223,2024-12-01,Mavis Road
530,1,-79.77523049999996,43.696239300000066,0.7063723063359421,,2024-12-01,
530,11,-79.77700509999993,43.69639330000007,0.714602805883671,,2024-12-01,
533,3,-79.81372909999999,43.67215420000007,0.226738333461972,,2024-12-01,
536,0,-79.72109589999997,43.65424180000008,0.7936071926331494,-0.0792481722774917,2024-12-01,80 Clydesdale Circle
536,10,-79.72038389999993,43.65390070000007,0.7904510772628065,-0.10886123791483523,2024-12-01,68 Clydesdale Circle
540,1,-79.73721869999999,43.71961380000005,0.4924319787465642,-0.08388111011031553,2024-12-01,83 Lord Simcoe Drive
543,2,-79.80662119999994,43.67757290000002,0.5760080748932578,,2024-12-01,
544,2,-79.80294889999999,43.67858110000003,0.6475863170359589,,2024-12-01,
545,8,-79.80382479999997,43.67748300000005,0.6166181753770189,,2024-12-01,
547,1,-79.79179799999996,43.68206790000006,0.5691050721950557,,2024-12-01,
547,11,-79.79308619999995,43.68255870000007,0.6710621161115836,,2024-12-01,
548,1,-79.81697579999997,43.67369140000005,0.2363092967139274,,2024-12-01,
552,2,-79.71966619999995,43.67351680000007,0.3523225543852798,-0.08105314426269115,2024-12-01,20 Mobray Place
555,1,-79.76892899999996,43.68053180000003,0.6232623774668801,,2024-12-01,
557,7,-79.74934449999994,43.65430230000005,0.5611936969065302,-0.15602938467171437,2024-12-01,60 Moffatt Avenue
560,3,-79.78321569999996,43.652275800000034,0.4334869745675805,,2024-12-01,
560,13,-79.78343559999996,43.65286430000003,0.3904734699788357,,2024-12-01,
562,4,-79.77771439999998,43.64928450000008,0.4381414718902963,,2024-12-01,
564,1,-79.77479829999997,43.64893110000003,0.522524361578792,,2024-12-01,
567,0,-79.82852799999995,43.68126090000004,0.3847336642584675,,2024-12-01,
567,10,-79.82863729999997,43.68202340000004,0.3932663984838964,,2024-12-01,
569,1,-79.75993489999996,43.68588450000003,0.6331086375720677,,2024-12-01,
573,3,-79.75991059999997,43.65164420000007,0.5530525201771082,-0.19931219366244174,2024-12-01,24 Cutters Crescent
573,13,-79.76210259999993,43.654274600000065,0.543784246199984,,2024-12-01,
575,4,-79.74182869999997,43.68302790000007,0.371508880490039,-0.3328331854768661,2024-12-01,29 Golding Avenue
578,1,-79.78407999999995,43.69931410000003,0.6394725129038363,,2024-12-01,
579,8,-79.77787969999996,43.69109940000005,0.7142647841755216,,2024-12-01,
581,5,-79.74569849999995,43.679066300000045,0.3632364564777106,-0.07071580625003333,2024-12-01,125 Cornwall Heights
582,0,-79.74711279999995,43.656791100000085,0.5624989426711104,-0.07339175827050144,2024-12-01,23 Banting Crescent
586,2,-79.81414619999998,43.68535600000006,0.3711542747517612,,2024-12-01,
